 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_negEta | -0.000153917 / 0.000153919 | -0.00125832 / 0.00125832 | -0.000339699 / 0.00033969 | 0.00231921 / -0.00231921 | 8.35051e-05 / -8.3547e-05 | -0.000114676 / 0.000114684 | -0.00110976 / 0.0011098 | 0.00729316 / -0.00729315 | 3.65448e-06 / -3.68589e-06 | -0.000308971 / 0.00030898 | 0.000387939 / -0.000387944 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_posEta | -0.000791829 / 0.000791831 | -0.000679443 / 0.000679443 | -0.000130833 / 0.000130824 | -0.000484862 / 0.000484864 | -0.000608264 / 0.000608222 | -0.000318287 / 0.000318295 | 0.00127243 / -0.00127239 | 1.57637e-05 / -1.57514e-05 | 9.50189e-06 / -9.5333e-06 | -0.000497924 / 0.000497933 | 0.000199296 / -0.000199301 |
 | GlobalReduction_JET_EtaIntercalibration_TotalStat | -0.00520629 / 0.00520629 | -0.0045316 / 0.0045316 | -0.0097432 / 0.00974319 | 0.00167233 / -0.00167232 | -0.000345037 / 0.000344995 | -0.00197646 / 0.00197646 | -0.000874838 / 0.00087488 | 0.0241896 / -0.0241896 | -0.00196792 / 0.00196795 | -0.00176593 / 0.00176594 | -0.0016137 / 0.0016137 |
 | GlobalReduction_JET_Flavor_Composition | -0.0533813 / 0.0533813 | -0.0234056 / 0.0234056 | -0.0593664 / 0.0593664 | 0.0417843 / -0.0417843 | -0.0026323 / 0.00263235 | -0.0152381 / 0.0152381 | -0.024027 / 0.0240269 | 0.0656406 / -0.0656406 | 0.0476809 / -0.047681 | -0.0173985 / 0.0173984 | -0.0526492 / 0.0526492 |
 | GlobalReduction_JET_PunchThrough_MC16 | 9.60048e-05 / -9.60029e-05 | -1.69559e-07 / 1.70078e-07 | 2.75861e-08 / 2.75861e-08 | 4.85203e-05 / -4.85177e-05 | -5.64131e-05 / 5.63712e-05 | 2.95573e-05 / -2.96169e-05 | -3.68881e-08 / -3.68881e-08 | -3.33412e-08 / -3.33412e-08 | -1.57057e-08 / -1.57057e-08 |    nan    |    nan    |
 | GlobalReduction_JET_JER_DataVsMC_MC16 | -0.00060326 / 0.00060326 | 0.0114437 / -0.0114437 | 0.0118645 / -0.0118645 | 0.0124455 / -0.0124455 | -0.00411385 / 0.00411385 | -0.00128994 / 0.00128994 | -0.00441157 / 0.00441157 | 0.0124066 / -0.0124066 | 0.00199862 / -0.00199862 |    nan    |    nan    |
 | GlobalReduction_JET_JER_EffectiveNP_1 | -0.00577457 / 0.00577457 | -0.00916812 / 0.00916812 | 0.0254388 / -0.0254388 | 0.0149599 / -0.0149599 | -0.00629692 / 0.00629692 | -0.0051633 / 0.0051633 | 0.0203543 / -0.0203543 | 0.0575603 / -0.0575603 | -0.18494 / 0.18494 | -0.00563922 / 0.00563922 | 0.00236004 / -0.00236004 |
 | GlobalReduction_JET_JER_EffectiveNP_2 | -0.000690507 / 0.000690507 | -0.0247475 / 0.0247475 | 0.0111467 / -0.0111467 | 0.0251665 / -0.0251665 | -0.0078421 / 0.0078421 | -0.00813085 / 0.00813085 | 0.00252567 / -0.00252567 | 0.0347538 / -0.0347538 | 0.0161136 / -0.0161136 | -0.00750579 / 0.00750579 | -0.000325169 / 0.000325169 |
 | GlobalReduction_JET_JER_EffectiveNP_3 | -0.0015864 / 0.0015864 | -0.021622 / 0.021622 | 0.0271971 / -0.0271971 | 0.0135062 / -0.0135062 | -0.00296824 / 0.00296824 | -0.00386256 / 0.00386256 | 0.0106513 / -0.0106513 | 0.0199641 / -0.0199641 | -0.188087 / 0.188087 | -0.00396264 / 0.00396264 | -0.00275906 / 0.00275906 |
 | GlobalReduction_JET_JER_EffectiveNP_4 | -0.00430405 / 0.00430405 | -0.020073 / 0.020073 | 0.0193377 / -0.0193377 | 0.0265617 / -0.0265617 | 0.00166384 / -0.00166384 | -0.00504455 / 0.00504455 | 0.0064807 / -0.0064807 | -0.010846 / 0.010846 | 0.0162033 / -0.0162033 | -0.00443789 / 0.00443789 | -0.00313308 / 0.00313308 |
 | GlobalReduction_JET_JER_EffectiveNP_5 | -0.00919633 / 0.00919633 | -0.00522256 / 0.00522256 | 0.00348066 / -0.00348066 | -0.000338651 / 0.000338651 | -0.00190847 / 0.00190847 | -0.00323447 / 0.00323447 | 0.00480199 / -0.00480199 | 0.0686413 / -0.0686413 | -0.0870322 / 0.0870322 | -0.00542333 / 0.00542333 | -0.00311145 / 0.00311145 |
 | GlobalReduction_JET_JER_EffectiveNP_6 | -0.00252516 / 0.00252516 | -0.0204923 / 0.0204923 | 0.00714749 / -0.00714749 | -0.00115977 / 0.00115977 | 0.00222747 / -0.00222747 | -0.00288717 / 0.00288717 | 0.0028784 / -0.0028784 | 0.0786003 / -0.0786003 | -0.186288 / 0.186288 | -0.00576802 / 0.00576802 | -0.00173999 / 0.00173999 |
 | GlobalReduction_JET_JER_EffectiveNP_7restTerm | -0.00315405 / 0.00315405 | -0.00849693 / 0.00849693 | 0.0186672 / -0.0186672 | 0.0175828 / -0.0175828 | -0.00217411 / 0.00217411 | -0.0034749 / 0.0034749 | 0.0051049 / -0.0051049 | 0.0162763 / -0.0162763 | -0.184603 / 0.184603 | -0.00354827 / 0.00354827 | 0.000693693 / -0.000693693 |
 | GlobalReduction_JET_Pileup_OffsetMu | -0.00799163 / 0.00799163 | -0.00487382 / 0.00487382 | -0.0107216 / 0.0107217 | 0.00832445 / -0.00832445 | -0.00306268 / 0.00306273 | -0.00419505 / 0.00419506 | -0.00854232 / 0.00854225 | 0.0136814 / -0.0136814 | 0.0510015 / -0.0510016 | -0.00257545 / 0.00257546 | -0.00662983 / 0.00662982 |
 | GlobalReduction_JET_Pileup_OffsetNPV | -0.0190892 / 0.0190892 | -0.0127552 / 0.0127552 | -0.019435 / 0.019435 | 0.014044 / -0.014044 | 0.000980179 / -0.000980221 | -0.00520767 / 0.00520768 | -0.00232616 / 0.00232609 | -0.00189726 / 0.00189727 | 0.00207015 / -0.00207012 | -0.00423733 / 0.00423726 | -0.0137275 / 0.0137275 |
 | GlobalReduction_JET_Pileup_PtTerm | -0.00162444 / 0.00162444 | 0.0019327 / -0.0019327 | -3.32939e-05 / 3.32853e-05 | -0.00111354 / 0.00111354 | 0.000205559 / -0.000205505 | 6.05372e-05 / -6.05288e-05 | 0.00144515 / -0.00144522 | 0.0196766 / -0.0196766 | -0.000661644 / 0.000661675 | -0.000745199 / 0.000745208 | -0.00118852 / 0.00118851 |
 | GlobalReduction_JET_Pileup_RhoTopology | -0.055241 / 0.055241 | -0.0335208 / 0.0335208 | -0.0706601 / 0.0706602 | 0.0325951 / -0.0325951 | 0.00612751 / -0.00612755 | -0.0126276 / 0.0126276 | -0.012366 / 0.012366 | 0.058203 / -0.058203 | 0.0960547 / -0.0558827 | -0.0111146 / 0.0111147 | -0.0400367 / 0.0400367 |
 | GlobalReduction_JET_SingleParticle_HighPt | -5.27724e-08 / -5.27724e-08 | -3.3704e-08 / -3.3704e-08 | 2.75861e-08 / 2.75861e-08 | 1.28355e-09 / 1.28355e-09 | -2.09855e-08 / -2.09855e-08 | 4.17118e-09 / 4.17118e-09 | -3.68881e-08 / -3.68881e-08 | -3.33412e-08 / -3.33412e-08 | -1.57057e-08 / -1.57057e-08 | -3.51625e-08 / -3.51625e-08 | -2.52299e-09 / -2.52299e-09 |
 | MET_SoftTrk_ResoPara | 0.00376961 / -0.00376961 | 0.00462718 / -0.00462718 | -0.00234684 / 0.00234684 | 0.00250478 / -0.00250478 | 0.000834757 / -0.000834757 | 0.00302339 / -0.00302339 | 0.00846985 / -0.00846985 | -0.0136609 / 0.0136609 | -0.0995275 / 0.0995275 | 0.00216673 / -0.00216673 | 0.00860182 / -0.00860182 |
