 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_negEta | 4.92603e-06 / -4.84574e-06 | 0.000799021 / -0.000798999 | -5.00742e-05 / 5.00431e-05 | 0.000788462 / -0.000788432 | 0.000176056 / -0.000176039 | 0.000315481 / -0.000315474 | 0.000704436 / -0.00070448 | 3.55398e-09 / 3.57859e-09 | 4.857e-05 / -4.85848e-05 | 0.000190366 / -0.000190307 | 9.21577e-05 / -9.2134e-05 |
 | GlobalReduction_JET_EtaIntercalibration_NonClosure_posEta | 9.44418e-05 / -9.44515e-05 | -2.31194e-06 / 2.33822e-06 | 0.000192787 / -0.000192741 | -6.14493e-05 / 6.14831e-05 | 0.00053416 / -0.000534144 | 0.000159044 / -0.000159038 | -2.04155e-07 / 1.63202e-07 | 3.66507e-07 / -3.59379e-07 | 6.87704e-06 / -6.79556e-06 | 0.000259334 / -0.000259348 | 9.01474e-05 / -9.01904e-05 |
 | GlobalReduction_JET_EtaIntercalibration_TotalStat | 0.00183122 / -0.00183125 | 0.00321756 / -0.00321762 | 0.000990602 / -0.000990643 | 0.00555006 / -0.00555028 | 0.0032062 / -0.00320627 | 0.00196055 / -0.00196058 | 0.001192 / -0.00119197 | 0.00731746 / -0.00731799 | 0.0018608 / -0.00186085 | 0.00203149 / -0.00203154 | 0.00237739 / -0.00237741 |
 | GlobalReduction_JET_Flavor_Composition | 0.0129995 / -0.012847 | 0.00995083 / -0.00986122 | 0.0164178 / -0.0161752 | 0.0673122 / -0.063404 | 0.0375707 / -0.0363229 | 0.0219393 / -0.0215081 | 0.0218944 / -0.021465 | 0.0594217 / -0.0563563 | 0.087721 / -0.0811928 | 0.0396137 / -0.0382289 | 0.020625 / -0.0202436 |
 | GlobalReduction_JET_Flavor_Response | -0.00612874 / 0.00613492 | -0.00351188 / 0.00351392 | -0.00989872 / 0.00991497 | -0.0254971 / 0.0256068 | -0.0147089 / 0.014745 | -0.00922626 / 0.00924034 | -0.014092 / 0.0141251 | -0.0289295 / 0.0290712 | 0.000771245 / 0.0541897 | -0.0187281 / 0.0187866 | -0.0103168 / 0.0103344 |
 | GlobalReduction_JET_PunchThrough_MC16 | 1.60346e-05 / -1.60443e-05 | 9.53092e-08 / -1.51788e-07 | -5.47669e-08 / 2.34099e-08 | -6.03122e-07 / 6.37045e-07 | -2.1393e-06 / 2.15665e-06 | 1.02095e-05 / -1.02028e-05 | 7.18082e-07 / -6.67021e-07 | 3.5906e-09 / 3.5906e-09 | 4.10452e-08 / 4.10452e-08 | 0 / 0 | 0 / 0 |
 | GlobalReduction_JET_JER_DataVsMC_MC16 | -0.00193859 / 0.00193871 | -0.0185993 / 0.0186117 | -0.00186103 / 0.00186115 | 0.0137349 / -0.0137289 | 0.001754 / -0.00175389 | 0.00113967 / -0.00113963 | 0.0129832 / -0.0129778 | -0.0936196 / 0.0940011 | -0.00232709 / 0.00232727 | 0 / 0 | 0 / 0 |
 | GlobalReduction_JET_JER_EffectiveNP_1 | 0.000800849 / -0.000800869 | -0.00248847 / 0.00248828 | -0.00191932 / 0.00191921 | 0.0233679 / -0.0233846 | 0.00644761 / -0.00644888 | -0.00173749 / 0.0017374 | -0.00727766 / 0.00727605 | -0.0491442 / 0.0490705 | 0.00944504 / -0.00944776 | -0.00855265 / 0.00855042 | 0.00525275 / -0.0052536 |
 | GlobalReduction_JET_JER_EffectiveNP_2 | -0.000133589 / 0.000133591 | -0.00746529 / 0.00746982 | -0.00173128 / 0.00173152 | 0.0361098 / -0.0359965 | 0.0122214 / -0.0122089 | -0.000676725 / 0.000676762 | 0.00161386 / -0.00161365 | 0.0216416 / -0.0216017 | 0.000190824 / -0.000190821 | -0.00255066 / 0.00255119 | 0.00305338 / -0.00305261 |
 | GlobalReduction_JET_JER_EffectiveNP_3 | 0.000769899 / -0.000769851 | -0.00734613 / 0.00735036 | -0.000659229 / 0.000659264 | 0.0293085 / -0.0292372 | 0.00854165 / -0.00853578 | -0.00152366 / 0.00152384 | -0.000551098 / 0.000551122 | -0.0399183 / 0.0400369 | 0.00557554 / -0.00557305 | -0.00667059 / 0.00667408 | 0.00750726 / -0.00750273 |
