 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | GlobalReduction_JET_JER_EffectiveNP_1 | 0.00465944 / -0.00466011 | 0.00561175 / -0.00561271 | 0.00108728 / -0.00108732 | 0.060065 / -0.060175 | 0.014969 / -0.0149759 | 0.00546461 / -0.00546552 | -0.00316152 / 0.00316121 | 0.00123181 / -0.00123186 | -0.00136781 / 0.00136775 | 0.0145367 / -0.0145431 | 0.0052099 / -0.00521073 |
 | GlobalReduction_JET_JER_EffectiveNP_2 | 0.00633484 / -0.0063315 | 0.0060664 / -0.00606335 | 0.000612539 / -0.000612508 | 0.128678 / -0.127047 | -0.00333187 / 0.00333278 | 0.00151328 / -0.00151309 | -0.00659606 / 0.0065996 | -0.108717 / 0.109513 | 0.00400469 / -0.00400336 | 0.0150504 / -0.0150314 | 0.00864809 / -0.00864186 |
 | GlobalReduction_JET_JER_EffectiveNP_3 | 0.0049161 / -0.00491417 | 0.00579874 / -0.00579604 | -4.2753e-06 / 4.2753e-06 | 0.134507 / -0.132779 | 0.0131154 / -0.0131014 | 0.00482184 / -0.00481998 | -0.00445369 / 0.00445525 | -0.0036389 / 0.00363995 | 0.00288745 / -0.00288678 | 0.0148028 / -0.014785 | 0.0148422 / -0.0148243 |
 | GlobalReduction_JET_JER_EffectiveNP_4 | 0.00577696 / -0.00577671 | 0.00560983 / -0.00560959 | -6.43913e-05 / 6.43913e-05 | 0.120992 / -0.121028 | -0.0189748 / 0.0189783 | -0.00311568 / 0.00311576 | -0.00429103 / 0.00429119 | -0.107367 / 0.107564 | 0.00350005 / -0.00349995 | 0.0145218 / -0.0145204 | 0.0190566 / -0.0190543 |
 | GlobalReduction_JET_JER_EffectiveNP_5 | 0.00495116 / -0.00495142 | 0.00330145 / -0.00330156 | 0.000709578 / -0.000709583 | -0.00735819 / 0.00735766 | 0.0150282 / -0.0150307 | 0.00152901 / -0.00152904 | -0.00365036 / 0.00365023 | 0.000817233 / -0.00081724 | 0.00559293 / -0.00559326 | 0.00963178 / -0.00963278 | 0.0246503 / -0.0246574 |
 | GlobalReduction_JET_JER_EffectiveNP_6 | 0.00272897 / -0.00272785 | 0.00321665 / -0.0032151 | 0.00111292 / -0.00111273 | -0.00932906 / 0.00934201 | -0.0118092 / 0.0118299 | -0.000620755 / 0.000620812 | -0.00279991 / 0.00280109 | 0.00112331 / -0.00112312 | -0.000441187 / 0.000441216 | 0.00984509 / -0.00983041 | 0.0250791 / -0.0249825 |
 | GlobalReduction_JET_JER_EffectiveNP_7restTerm | 0.00335522 / -0.00335429 | 0.00433069 / -0.00432914 | 0.000351931 / -0.00035192 | 0.0462925 / -0.0461281 | -0.0122077 / 0.0122204 | 0.00435955 / -0.00435798 | -0.00351127 / 0.0035123 | 0.00107534 / -0.00107524 | 0.00383777 / -0.00383655 | 0.0145686 / -0.0145514 | 0.0245927 / -0.0245444 |
 | GlobalReduction_JET_Pileup_OffsetMu | 0.000524092 / -0.000524083 | 0.000332002 / -0.000331979 | -0.000378691 / 0.000378685 | 0.0023285 / -0.0023284 | 0.00726572 / -0.00726531 | -0.000979372 / 0.000979423 | -0.000775639 / 0.000775586 | -1.77522e-05 / 1.77127e-05 | 0.000553158 / -0.000553112 | 0.00383412 / -0.00383397 | 0.00597202 / -0.00597169 |
 | GlobalReduction_JET_Pileup_OffsetNPV | -0.00208853 / 0.00208965 | -0.00144435 / 0.0014449 | -0.00120046 / 0.00120087 | 0.0115554 / -0.0115212 | 0.012476 / -0.0124362 | 0.00177312 / -0.00177234 | 0.0015333 / -0.00153269 | 2.31928e-05 / -2.32236e-05 | -0.00185595 / 0.0018568 | -2.25217e-05 / 2.25235e-05 | 0.0150456 / -0.0149875 |
 | GlobalReduction_JET_Pileup_PtTerm | 0.000283076 / -0.00028307 | 3.34884e-05 / -3.34645e-05 | -5.38929e-07 / 5.30439e-07 | -0.000147548 / 0.000147525 | -0.000101484 / 0.000101507 | -2.95211e-05 / 2.94998e-05 | -7.13065e-06 / 7.14443e-06 | 0.000101816 / -0.000101798 | -1.28582e-05 / 1.29049e-05 | 3.63135e-05 / -3.63113e-05 | 4.86729e-05 / -4.86704e-05 |
 | GlobalReduction_JET_Pileup_RhoTopology | -0.00289324 / 0.00290129 | -0.00334384 / 0.0033546 | -0.0038456 / 0.00385984 | 0.0874794 / -0.0806972 | 0.0324594 / -0.0314789 | -0.00111317 / 0.00111436 | 0.00292748 / -0.00291928 | 0.0312159 / -0.0303081 | -0.00212805 / 0.00213239 | 0.000903149 / -0.000902367 | 0.0276872 / -0.0269707 |
